customer_id,genero,mayor_65,tiene_pareja,tiene_dependientes,antiguedad_meses,tipo_contrato,facturacion_electronica,metodo_pago,servicio_internet,seguridad_online,soporte_tecnico,streaming_tv,cargo_mensual,cargo_total,num_incidencias_soporte,churn
CU6018,Masculino,0,Sí,Sí,41,Mes a mes,No,Cheque electrónico,Sin internet,No,No,Sí,60.44,2385.09,0,0
CU6019,Masculino,0,No,Sí,9,Dos años,Sí,Domiciliación bancaria,DSL,No,Sí,No,87.71,792.8,1,0
CU6020,Femenino,0,Sí,No,36,Dos años,No,Tarjeta de crédito,Sin internet,Sí,Sí,Sí,62.84,2296.78,0,0
CU6021,Masculino,0,Sí,No,56,Dos años,No,Tarjeta de crédito,Sin internet,Sí,No,Sí,62.29,3637.53,2,0
CU6022,Masculino,0,No,Sí,2,Un año,Sí,Domiciliación bancaria,DSL,Sí,Sí,No,63.27,116.69,1,0
CU6023,Femenino,0,Sí,No,39,Un año,Sí,Domiciliación bancaria,Fibra óptica,No,No,Sí,69.74,2788.45,1,0
CU6024,Masculino,0,Sí,No,3,Dos años,No,Domiciliación bancaria,Fibra óptica,Sí,Sí,No,65.64,199.48,1,1
CU6025,Femenino,1,Sí,No,9,Mes a mes,No,Domiciliación bancaria,DSL,Sí,Sí,No,76.9,672.72,2,1
CU6026,Femenino,0,No,No,62,Un año,Sí,Transferencia,DSL,Sí,Sí,No,104.98,6707.51,1,0
CU6027,Masculino,0,No,No,42,Un año,Sí,Domiciliación bancaria,Fibra óptica,No,No,No,92.3,3663.76,1,0
CU6028,Femenino,0,No,No,60,Un año,No,Domiciliación bancaria,DSL,No,Sí,No,114.17,6842.25,0,0
CU6029,Femenino,1,Sí,No,23,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,Sí,No,32.26,714.52,0,0
CU6030,Masculino,0,Sí,No,10,Mes a mes,Sí,Tarjeta de crédito,DSL,No,No,No,43.82,411.86,1,0
CU6031,Femenino,0,Sí,No,7,Dos años,Sí,Tarjeta de crédito,Fibra óptica,No,No,Sí,96.05,645.91,3,1
CU6032,Masculino,0,No,No,64,Mes a mes,Sí,Domiciliación bancaria,DSL,No,Sí,Sí,36.68,2246.37,1,0
CU6033,Femenino,1,Sí,No,64,Dos años,Sí,Tarjeta de crédito,DSL,No,Sí,Sí,110.36,7078.79,0,0
CU6034,Masculino,0,No,Sí,71,Un año,Sí,Cheque electrónico,Sin internet,No,No,No,50.72,3313.05,0,0
CU6035,Femenino,0,No,Sí,37,Mes a mes,No,Cheque electrónico,Fibra óptica,No,No,Sí,60.95,2075.64,1,0
CU6036,Masculino,0,Sí,Sí,52,Un año,Sí,Cheque electrónico,Fibra óptica,No,No,Sí,54.59,2853.88,0,1
CU6037,Femenino,0,Sí,No,14,Dos años,Sí,Transferencia,Fibra óptica,No,Sí,No,65.34,920.55,1,0
CU6038,Femenino,0,No,No,33,Mes a mes,No,Cheque electrónico,DSL,No,No,Sí,111.42,3622.27,0,0
CU6039,Femenino,0,No,No,32,Un año,No,Tarjeta de crédito,Fibra óptica,Sí,No,Sí,101.91,3398.61,0,0
CU6040,Femenino,1,No,No,16,Dos años,Sí,Domiciliación bancaria,Sin internet,No,No,Sí,119.81,1999.96,2,0
CU6041,Femenino,1,Sí,Sí,11,Mes a mes,No,Tarjeta de crédito,Fibra óptica,Sí,Sí,Sí,128.89,1328.99,0,1
CU6042,Femenino,0,Sí,No,64,Dos años,No,Cheque electrónico,Fibra óptica,No,No,Sí,52.17,3116.13,0,0
CU6043,Masculino,0,Sí,No,28,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,Sí,No,36.67,1039.29,0,0
CU6044,Femenino,0,Sí,No,25,Un año,Sí,Domiciliación bancaria,Fibra óptica,Sí,No,Sí,69.59,1773.07,3,0
CU6045,Masculino,0,Sí,No,37,Mes a mes,No,Cheque electrónico,DSL,No,No,No,74.12,2578.03,1,0
CU6046,Masculino,0,Sí,No,17,Mes a mes,No,Domiciliación bancaria,Sin internet,No,No,Sí,23.76,388.62,2,1
CU6047,Femenino,0,Sí,No,9,Mes a mes,Sí,Domiciliación bancaria,DSL,Sí,No,Sí,87.23,817.31,0,0
CU6048,Femenino,0,Sí,No,42,Dos años,Sí,Tarjeta de crédito,Sin internet,No,No,Sí,35.86,1563.34,1,0
CU6049,Femenino,0,No,No,63,Dos años,Sí,Domiciliación bancaria,Fibra óptica,Sí,Sí,Sí,53.55,3484.58,3,0
CU6050,Masculino,1,Sí,No,66,Dos años,Sí,Cheque electrónico,Fibra óptica,No,No,Sí,85.82,5511.84,1,0
CU6051,Masculino,0,No,No,14,Dos años,Sí,Transferencia,Sin internet,No,No,No,78.29,1065.0,1,0
CU6052,Masculino,1,Sí,Sí,63,Un año,No,Tarjeta de crédito,Fibra óptica,No,No,No,67.1,4196.66,0,0
CU6053,Femenino,0,Sí,No,25,Mes a mes,No,Cheque electrónico,DSL,Sí,Sí,No,71.79,1707.82,2,0
CU6054,Masculino,0,No,Sí,59,Dos años,No,Cheque electrónico,Sin internet,No,Sí,No,83.38,4528.45,0,0
CU6055,Masculino,0,No,No,22,Mes a mes,Sí,Cheque electrónico,DSL,Sí,Sí,Sí,48.13,1083.88,1,1
CU6056,Masculino,0,No,No,22,Dos años,Sí,Cheque electrónico,Fibra óptica,No,No,No,74.19,1608.63,0,0
CU6057,Masculino,0,Sí,No,31,Un año,No,Tarjeta de crédito,Fibra óptica,No,Sí,Sí,64.88,2057.78,0,0
CU6058,Femenino,0,Sí,No,55,Un año,Sí,Cheque electrónico,Sin internet,No,Sí,No,68.88,3534.86,0,0
CU6059,Masculino,1,No,No,30,Un año,No,Transferencia,Fibra óptica,No,No,Sí,97.42,2717.87,0,0
CU6060,Femenino,0,No,No,65,Mes a mes,No,Tarjeta de crédito,DSL,No,Sí,No,73.05,4866.26,0,1
CU6061,Masculino,0,No,No,65,Un año,Sí,Tarjeta de crédito,Fibra óptica,Sí,No,No,104.87,6754.67,1,0
CU6062,Masculino,0,No,No,61,Mes a mes,Sí,Cheque electrónico,DSL,Sí,No,Sí,51.14,3266.46,6,0
CU6063,Femenino,0,Sí,No,14,Dos años,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,Sí,62.41,884.72,0,0
CU6064,Femenino,0,No,Sí,44,Mes a mes,Sí,Transferencia,DSL,No,No,No,22.4,951.18,1,0
CU6065,Femenino,1,Sí,No,19,Dos años,Sí,Cheque electrónico,Fibra óptica,No,No,No,38.05,741.62,1,0
CU6066,Femenino,0,Sí,No,41,Un año,Sí,Tarjeta de crédito,DSL,Sí,No,Sí,54.53,2070.16,0,0
CU6067,Masculino,0,No,No,6,Un año,No,Cheque electrónico,Sin internet,No,No,No,78.27,439.39,2,1
CU6068,Masculino,0,Sí,No,61,Un año,Sí,Cheque electrónico,Fibra óptica,Sí,No,No,51.0,2894.77,1,0
CU6069,Masculino,0,No,Sí,24,Mes a mes,Sí,Domiciliación bancaria,DSL,Sí,No,No,34.49,816.93,1,0
CU6070,Masculino,0,No,Sí,38,Un año,No,Domiciliación bancaria,Fibra óptica,No,Sí,No,74.65,2946.98,2,1
CU6071,Femenino,0,Sí,Sí,23,Mes a mes,No,Domiciliación bancaria,DSL,No,Sí,Sí,18.35,439.53,1,0
CU6072,Masculino,0,No,Sí,17,Un año,No,Tarjeta de crédito,Fibra óptica,No,Sí,Sí,19.38,343.02,1,0
CU6073,Masculino,0,No,No,18,Mes a mes,Sí,Domiciliación bancaria,DSL,Sí,No,No,42.06,768.55,3,0
CU6074,Masculino,0,Sí,No,32,Dos años,Sí,Transferencia,Sin internet,No,No,No,76.07,2517.89,1,0
CU6075,Femenino,0,No,No,55,Un año,No,Tarjeta de crédito,DSL,No,No,No,40.6,2090.89,1,0
CU6076,Femenino,1,Sí,Sí,61,Un año,Sí,Transferencia,Fibra óptica,No,No,No,67.72,4249.17,0,0
CU6077,Masculino,1,Sí,Sí,18,Mes a mes,No,Transferencia,Sin internet,Sí,Sí,No,86.0,1477.17,1,0
CU6078,Femenino,0,Sí,No,1,Un año,No,Cheque electrónico,Fibra óptica,No,No,No,78.2,72.44,2,1
CU6079,Femenino,0,No,No,13,Mes a mes,Sí,Domiciliación bancaria,DSL,Sí,Sí,No,113.4,1437.42,1,1
CU6080,Femenino,0,No,Sí,30,Mes a mes,No,Cheque electrónico,Fibra óptica,No,Sí,Sí,69.58,1922.62,1,0
CU6081,Femenino,0,Sí,No,44,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,Sí,No,104.89,4330.62,0,0
CU6082,Masculino,0,No,No,62,Mes a mes,Sí,Tarjeta de crédito,Sin internet,Sí,No,No,82.48,5064.22,1,1
CU6083,Masculino,0,Sí,Sí,32,Mes a mes,Sí,Cheque electrónico,DSL,No,No,No,54.02,1678.84,2,0
CU6084,Masculino,0,Sí,No,39,Mes a mes,No,Cheque electrónico,Fibra óptica,Sí,Sí,Sí,38.11,1541.41,1,0
CU6085,Masculino,0,Sí,No,28,Un año,No,Cheque electrónico,Fibra óptica,Sí,No,No,69.54,1862.34,2,0
CU6086,Masculino,1,No,No,28,Un año,No,Domiciliación bancaria,Fibra óptica,No,No,Sí,28.64,828.87,0,0
CU6087,Femenino,0,No,No,54,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,No,No,58.94,3039.05,4,0
CU6088,Masculino,0,Sí,No,52,Dos años,Sí,Transferencia,DSL,No,Sí,No,60.91,3077.14,0,0
CU6089,Femenino,0,No,Sí,52,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,No,No,98.04,4832.06,1,0
CU6090,Masculino,1,No,Sí,44,Un año,No,Cheque electrónico,DSL,No,Sí,No,45.12,1892.85,1,0
CU6091,Femenino,0,No,Sí,58,Dos años,No,Domiciliación bancaria,DSL,Sí,No,No,77.37,4432.71,1,0
CU6092,Masculino,0,No,No,41,Un año,Sí,Transferencia,DSL,Sí,Sí,Sí,37.79,1524.99,1,0
CU6093,Masculino,0,No,No,70,Mes a mes,Sí,Domiciliación bancaria,DSL,Sí,Sí,No,89.28,5987.43,1,0
CU6094,Masculino,1,Sí,No,16,Dos años,No,Transferencia,Fibra óptica,Sí,No,Sí,107.4,1665.63,1,0
CU6095,Femenino,1,Sí,No,47,Un año,Sí,Transferencia,DSL,Sí,No,No,41.77,1856.22,1,0
CU6096,Femenino,0,No,Sí,67,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,Sí,No,69.03,4735.31,0,0
CU6097,Femenino,0,Sí,Sí,13,Un año,Sí,Transferencia,DSL,No,Sí,No,130.0,1765.61,2,1
CU6098,Femenino,0,No,No,6,Mes a mes,No,Transferencia,DSL,Sí,Sí,No,44.32,258.55,0,0
CU6099,Femenino,0,Sí,Sí,1,Mes a mes,Sí,Cheque electrónico,Fibra óptica,Sí,No,Sí,24.29,24.1,1,0
CU6100,Femenino,0,No,No,50,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,No,No,71.33,3398.04,0,0
CU6101,Femenino,0,Sí,No,3,Mes a mes,Sí,Cheque electrónico,Fibra óptica,Sí,Sí,No,35.16,97.89,0,0
CU6102,Femenino,0,No,Sí,48,Mes a mes,No,Cheque electrónico,Fibra óptica,Sí,Sí,No,75.45,3792.32,2,0
CU6103,Masculino,0,Sí,No,36,Mes a mes,No,Transferencia,Fibra óptica,Sí,Sí,Sí,89.38,3115.09,2,0
CU6104,Masculino,0,No,Sí,9,Un año,Sí,Tarjeta de crédito,DSL,No,Sí,Sí,36.34,326.27,3,0
CU6105,Masculino,0,No,No,23,Mes a mes,No,Domiciliación bancaria,DSL,Sí,Sí,Sí,23.81,551.04,0,1
CU6106,Femenino,0,No,No,7,Un año,Sí,Domiciliación bancaria,Fibra óptica,No,Sí,No,93.71,632.27,2,0
CU6107,Femenino,0,No,No,23,Un año,No,Cheque electrónico,DSL,Sí,No,No,113.55,2461.55,3,0
CU6108,Femenino,1,Sí,No,24,Dos años,No,Transferencia,Sin internet,No,Sí,No,56.47,1417.96,1,0
CU6109,Masculino,0,No,No,58,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,Sí,Sí,103.76,5838.33,1,0
CU6110,Masculino,0,No,No,5,Un año,Sí,Domiciliación bancaria,Fibra óptica,No,Sí,No,114.45,527.78,0,0
CU6111,Masculino,0,No,Sí,47,Un año,Sí,Tarjeta de crédito,Sin internet,No,No,No,84.96,4157.48,1,0
CU6112,Masculino,0,No,Sí,69,Un año,Sí,Transferencia,Sin internet,No,No,Sí,68.92,4672.29,2,0
CU6113,Masculino,0,Sí,No,19,Mes a mes,No,Tarjeta de crédito,Fibra óptica,No,Sí,No,84.01,1623.96,0,1
CU6114,Masculino,0,No,No,62,Un año,Sí,Domiciliación bancaria,Fibra óptica,No,No,No,89.36,5326.74,1,0
CU6115,Masculino,0,No,Sí,59,Un año,Sí,Domiciliación bancaria,Fibra óptica,No,No,Sí,18.0,996.48,1,0
CU6116,Femenino,1,No,No,69,Un año,Sí,Cheque electrónico,Fibra óptica,No,No,No,61.71,4186.42,2,0
CU6117,Femenino,0,Sí,No,21,Mes a mes,Sí,Domiciliación bancaria,DSL,Sí,Sí,No,28.35,582.58,0,0
CU6118,Femenino,0,No,No,72,Un año,No,Domiciliación bancaria,DSL,No,No,No,39.71,2904.72,0,0
CU6119,Femenino,0,Sí,No,60,Un año,Sí,Tarjeta de crédito,Fibra óptica,No,No,Sí,73.99,4224.5,2,0
CU6120,Masculino,0,No,No,16,Dos años,No,Transferencia,DSL,No,No,No,62.31,996.87,2,0
CU6121,Masculino,0,No,No,57,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,No,Sí,65.93,3855.8,0,0
CU6122,Femenino,0,No,No,56,Mes a mes,Sí,Transferencia,Fibra óptica,No,Sí,No,61.36,3238.72,2,0
CU6123,Femenino,1,Sí,No,6,Un año,No,Transferencia,Fibra óptica,Sí,No,No,59.78,373.79,0,0
CU6124,Masculino,0,No,No,33,Dos años,Sí,Cheque electrónico,Fibra óptica,No,Sí,No,64.65,1977.22,2,0
CU6125,Masculino,0,Sí,No,64,Dos años,Sí,Domiciliación bancaria,DSL,No,Sí,No,108.76,6527.78,1,0
CU6126,Femenino,0,No,No,3,Un año,Sí,Tarjeta de crédito,Fibra óptica,No,No,Sí,83.14,250.64,1,1
CU6127,Masculino,1,Sí,Sí,70,Un año,Sí,Domiciliación bancaria,Sin internet,No,No,Sí,38.78,2567.53,1,0
CU6128,Masculino,0,No,No,37,Mes a mes,Sí,Transferencia,Sin internet,No,No,Sí,52.63,1939.59,2,0
CU6129,Masculino,0,Sí,Sí,26,Mes a mes,No,Tarjeta de crédito,Fibra óptica,No,No,No,84.2,2085.11,0,0
CU6130,Masculino,0,No,No,5,Mes a mes,No,Cheque electrónico,Sin internet,Sí,No,Sí,57.47,280.59,2,0
CU6131,Masculino,0,Sí,No,44,Dos años,No,Transferencia,DSL,No,No,No,79.37,3481.01,1,0
CU6132,Masculino,1,No,Sí,72,Mes a mes,Sí,Transferencia,Fibra óptica,No,Sí,Sí,64.38,4400.46,2,0
CU6133,Femenino,0,No,No,30,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,Sí,Sí,No,70.9,2088.88,0,0
CU6134,Masculino,0,Sí,Sí,60,Dos años,Sí,Domiciliación bancaria,DSL,No,No,Sí,100.71,6277.41,2,0
CU6135,Femenino,0,Sí,No,23,Mes a mes,Sí,Transferencia,Sin internet,Sí,Sí,No,76.25,1656.37,1,0
CU6136,Femenino,0,No,Sí,60,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,No,Sí,119.2,7459.86,2,0
CU6137,Femenino,1,Sí,No,70,Un año,Sí,Tarjeta de crédito,Sin internet,Sí,Sí,Sí,46.49,3144.18,2,0
CU6138,Masculino,0,Sí,No,5,Mes a mes,No,Tarjeta de crédito,DSL,No,No,Sí,39.36,181.12,2,0
CU6139,Masculino,0,No,No,19,Un año,Sí,Cheque electrónico,Fibra óptica,Sí,Sí,No,76.15,1412.53,3,0
CU6140,Femenino,1,Sí,No,0,Mes a mes,Sí,Cheque electrónico,DSL,No,No,No,58.98,61.83,0,0
CU6141,Masculino,0,Sí,No,56,Mes a mes,Sí,Transferencia,Fibra óptica,No,Sí,No,68.73,3661.84,0,0
CU6142,Femenino,0,Sí,No,19,Dos años,Sí,Domiciliación bancaria,DSL,Sí,No,Sí,75.05,1312.79,3,0
CU6143,Femenino,0,No,No,70,Mes a mes,No,Domiciliación bancaria,Fibra óptica,Sí,Sí,No,28.86,1951.15,1,0
CU6144,Femenino,0,Sí,No,60,Un año,No,Domiciliación bancaria,Fibra óptica,No,No,Sí,18.0,1043.72,3,0
CU6145,Masculino,1,No,No,10,Dos años,Sí,Tarjeta de crédito,Fibra óptica,Sí,No,No,85.19,830.83,2,0
CU6146,Masculino,0,Sí,No,42,Mes a mes,Sí,Domiciliación bancaria,Sin internet,No,No,Sí,24.84,1062.21,0,0
CU6147,Masculino,0,Sí,No,33,Mes a mes,No,Cheque electrónico,Fibra óptica,Sí,No,No,50.72,1673.13,1,0
CU6148,Femenino,0,No,No,47,Un año,Sí,Domiciliación bancaria,DSL,No,Sí,No,60.14,2633.15,0,0
CU6149,Femenino,0,No,No,43,Un año,Sí,Transferencia,Fibra óptica,Sí,Sí,No,62.68,2688.82,1,0
CU6150,Femenino,1,No,No,9,Mes a mes,Sí,Transferencia,DSL,No,Sí,No,86.9,820.16,0,1
CU6151,Femenino,0,Sí,No,46,Un año,No,Cheque electrónico,Fibra óptica,Sí,No,No,83.65,3818.24,1,1
CU6152,Masculino,0,Sí,No,33,Un año,Sí,Transferencia,DSL,No,No,No,71.68,2340.3,0,0
CU6153,Femenino,0,Sí,No,22,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,80.93,1818.55,1,1
CU6154,Femenino,1,Sí,No,33,Mes a mes,Sí,Domiciliación bancaria,Sin internet,No,No,No,36.21,1149.6,2,1
CU6155,Femenino,0,Sí,No,67,Un año,No,Transferencia,DSL,No,No,No,44.0,3038.16,1,0
CU6156,Femenino,0,Sí,No,71,Mes a mes,Sí,Cheque electrónico,Sin internet,No,No,No,130.0,8872.81,2,1
CU6157,Femenino,1,No,No,23,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,No,69.27,1588.88,0,1
CU6158,Masculino,0,Sí,No,56,Mes a mes,No,Cheque electrónico,Fibra óptica,No,No,Sí,89.64,4658.73,1,0
CU6159,Femenino,1,No,No,57,Mes a mes,Sí,Cheque electrónico,DSL,No,No,No,32.84,1851.99,0,0
CU6160,Masculino,1,Sí,No,9,Mes a mes,Sí,Transferencia,DSL,No,No,No,85.57,751.99,4,1
CU6161,Masculino,0,No,No,37,Un año,No,Transferencia,Sin internet,No,No,Sí,57.89,2232.93,1,0
CU6162,Femenino,1,Sí,No,33,Dos años,No,Transferencia,Fibra óptica,No,No,No,50.1,1615.1,2,0
CU6163,Masculino,0,Sí,Sí,34,Un año,No,Domiciliación bancaria,DSL,No,No,No,114.24,3759.96,0,0
CU6164,Masculino,0,No,No,56,Mes a mes,Sí,Domiciliación bancaria,DSL,No,Sí,No,108.16,5817.02,2,0
CU6165,Femenino,0,Sí,Sí,70,Un año,Sí,Tarjeta de crédito,Sin internet,Sí,Sí,Sí,64.21,4689.99,1,0
CU6166,Masculino,0,Sí,No,57,Un año,Sí,Cheque electrónico,Sin internet,Sí,No,No,71.92,4120.32,0,0
CU6167,Masculino,0,No,No,6,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,Sí,54.42,327.03,0,1
CU6168,Femenino,0,Sí,No,33,Mes a mes,No,Transferencia,Fibra óptica,No,No,No,33.07,1022.82,1,0
CU6169,Femenino,0,Sí,No,69,Mes a mes,Sí,Cheque electrónico,DSL,Sí,No,No,67.66,4895.48,1,0
CU6170,Masculino,1,No,No,60,Mes a mes,No,Transferencia,DSL,Sí,No,No,71.96,4060.52,1,0
CU6171,Masculino,0,Sí,No,65,Dos años,No,Cheque electrónico,Sin internet,Sí,No,No,94.48,6281.14,1,0
CU6172,Femenino,0,Sí,No,34,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,No,Sí,81.76,2902.54,1,1
CU6173,Masculino,0,Sí,No,58,Un año,Sí,Tarjeta de crédito,DSL,Sí,No,Sí,37.45,2045.15,2,0
CU6174,Masculino,0,No,No,2,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,No,No,18.0,37.02,0,0
CU6175,Masculino,1,Sí,No,32,Mes a mes,Sí,Cheque electrónico,Fibra óptica,Sí,No,Sí,56.3,1749.41,2,0
CU6176,Masculino,1,No,No,59,Un año,Sí,Domiciliación bancaria,Fibra óptica,Sí,No,Sí,29.26,1665.39,2,0
CU6177,Femenino,0,No,No,36,Un año,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,62.33,2126.33,0,0
CU6178,Femenino,0,No,No,72,Mes a mes,No,Transferencia,Fibra óptica,No,Sí,No,77.8,5576.58,1,0
CU6179,Femenino,0,Sí,No,2,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,No,Sí,74.47,138.19,0,0
CU6180,Masculino,0,Sí,No,20,Un año,Sí,Cheque electrónico,DSL,Sí,Sí,No,52.79,1040.35,0,0
CU6181,Masculino,1,No,Sí,32,Mes a mes,No,Domiciliación bancaria,DSL,Sí,No,Sí,76.85,2573.67,2,0
CU6182,Femenino,0,Sí,No,48,Un año,No,Tarjeta de crédito,Fibra óptica,No,No,No,104.62,5038.73,0,1
CU6183,Femenino,0,No,Sí,21,Un año,No,Tarjeta de crédito,Fibra óptica,No,No,Sí,76.76,1567.29,2,0
CU6184,Femenino,0,No,No,29,Un año,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,No,75.8,2082.02,2,0
CU6185,Femenino,0,Sí,Sí,39,Mes a mes,Sí,Domiciliación bancaria,DSL,No,Sí,No,50.46,1980.4,3,0
CU6186,Femenino,0,No,No,29,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,No,70.21,2032.56,2,0
CU6187,Masculino,0,Sí,No,38,Un año,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,No,108.39,3793.59,1,0
CU6188,Masculino,0,Sí,Sí,66,Mes a mes,No,Cheque electrónico,Fibra óptica,No,No,No,64.02,4237.43,1,0
CU6189,Masculino,1,No,Sí,42,Un año,No,Transferencia,Fibra óptica,Sí,Sí,No,56.75,2405.75,1,0
CU6190,Femenino,0,Sí,Sí,70,Mes a mes,Sí,Cheque electrónico,Sin internet,Sí,No,Sí,99.9,7205.52,2,0
CU6191,Femenino,0,No,No,27,Mes a mes,No,Transferencia,Fibra óptica,Sí,No,No,61.4,1624.54,0,0
CU6192,Masculino,1,No,No,7,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,Sí,No,No,82.73,573.41,1,1
CU6193,Femenino,0,Sí,Sí,54,Mes a mes,No,Cheque electrónico,Fibra óptica,Sí,Sí,No,72.07,3778.28,2,0
CU6194,Femenino,1,Sí,No,53,Dos años,No,Cheque electrónico,Sin internet,No,No,No,80.74,4140.18,3,0
CU6195,Femenino,0,Sí,No,13,Mes a mes,No,Cheque electrónico,DSL,Sí,No,Sí,89.68,1125.31,1,0
CU6196,Femenino,0,No,Sí,13,Dos años,No,Transferencia,DSL,No,Sí,No,102.0,1325.4,3,0
CU6197,Femenino,0,No,Sí,7,Un año,No,Domiciliación bancaria,DSL,No,No,No,96.0,635.93,3,0
CU6198,Masculino,0,No,No,38,Dos años,Sí,Cheque electrónico,DSL,Sí,No,No,107.15,4057.57,0,0
CU6199,Masculino,0,No,No,25,Dos años,Sí,Tarjeta de crédito,Sin internet,No,No,Sí,59.35,1538.83,0,0
CU6200,Femenino,0,No,No,58,Dos años,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,Sí,32.63,1939.68,1,0
CU6201,Femenino,0,Sí,No,67,Mes a mes,No,Transferencia,DSL,No,No,Sí,61.97,4084.31,1,0
CU6202,Femenino,0,Sí,No,16,Dos años,Sí,Domiciliación bancaria,DSL,No,Sí,Sí,130.0,2100.44,0,0
CU6203,Masculino,0,No,No,33,Mes a mes,No,Tarjeta de crédito,DSL,No,Sí,Sí,63.79,2207.68,1,1
CU6204,Femenino,0,No,No,23,Dos años,Sí,Tarjeta de crédito,Sin internet,Sí,No,No,18.0,426.41,1,0
CU6205,Femenino,0,No,No,13,Mes a mes,Sí,Cheque electrónico,DSL,No,Sí,No,130.0,1569.47,0,1
CU6206,Masculino,1,Sí,Sí,68,Mes a mes,No,Domiciliación bancaria,DSL,No,Sí,Sí,72.14,5108.49,1,0
CU6207,Femenino,1,No,Sí,53,Dos años,Sí,Cheque electrónico,Fibra óptica,No,No,No,43.26,2271.7,0,0
CU6208,Masculino,1,No,No,30,Un año,Sí,Transferencia,Sin internet,No,No,No,33.99,986.32,1,0
CU6209,Femenino,0,Sí,Sí,10,Un año,Sí,Tarjeta de crédito,Fibra óptica,Sí,No,Sí,70.83,716.72,1,1
CU6210,Femenino,1,Sí,Sí,5,Dos años,Sí,Cheque electrónico,DSL,No,No,No,87.96,455.46,1,0
CU6211,Femenino,0,Sí,Sí,49,Dos años,No,Transferencia,Fibra óptica,Sí,No,Sí,85.88,4029.26,2,0
CU6212,Femenino,0,No,No,30,Un año,Sí,Tarjeta de crédito,DSL,No,No,Sí,92.16,2590.11,0,0
CU6213,Masculino,0,No,No,1,Un año,Sí,Domiciliación bancaria,Fibra óptica,No,No,Sí,25.14,23.62,1,0
CU6214,Masculino,0,No,No,32,Mes a mes,Sí,Tarjeta de crédito,DSL,No,Sí,No,33.99,1087.83,0,0
CU6215,Femenino,0,No,No,29,Un año,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,No,66.62,2015.65,3,0
CU6216,Masculino,1,No,No,56,Mes a mes,Sí,Domiciliación bancaria,DSL,No,Sí,No,98.67,5625.05,2,0
CU6217,Femenino,0,No,No,39,Mes a mes,Sí,Transferencia,DSL,Sí,Sí,No,54.8,2080.18,4,0
CU6218,Femenino,0,No,No,25,Un año,Sí,Domiciliación bancaria,DSL,No,Sí,No,18.0,441.09,1,0
CU6219,Masculino,0,Sí,No,2,Un año,No,Cheque electrónico,DSL,Sí,No,No,90.68,167.31,2,0
CU6220,Masculino,0,Sí,Sí,9,Mes a mes,Sí,Tarjeta de crédito,DSL,No,No,Sí,18.0,155.99,0,1
CU6221,Masculino,0,No,No,43,Mes a mes,No,Tarjeta de crédito,Sin internet,Sí,No,No,52.85,2195.04,0,0
CU6222,Masculino,0,Sí,Sí,56,Mes a mes,Sí,Cheque electrónico,DSL,No,No,Sí,88.82,4763.25,0,0
CU6223,Masculino,0,Sí,No,14,Un año,No,Domiciliación bancaria,DSL,No,No,No,87.94,1203.21,1,0
CU6224,Femenino,0,No,No,27,Mes a mes,No,Cheque electrónico,Fibra óptica,No,Sí,No,20.4,564.13,1,0
CU6225,Femenino,0,No,Sí,6,Un año,No,Cheque electrónico,Fibra óptica,No,No,No,92.09,539.18,1,0
CU6226,Masculino,0,No,No,2,Mes a mes,Sí,Transferencia,Sin internet,Sí,Sí,No,105.28,207.71,2,0
CU6227,Femenino,0,No,Sí,52,Dos años,Sí,Transferencia,Sin internet,Sí,No,No,85.28,4096.69,0,0
CU6228,Femenino,0,No,No,60,Un año,Sí,Domiciliación bancaria,Fibra óptica,No,Sí,No,60.09,3511.52,1,0
CU6229,Femenino,0,Sí,No,58,Dos años,Sí,Transferencia,Fibra óptica,Sí,No,Sí,79.98,4728.24,0,0
CU6230,Masculino,0,No,No,70,Un año,Sí,Cheque electrónico,DSL,No,No,No,46.27,3230.64,2,0
CU6231,Masculino,0,Sí,No,49,Mes a mes,Sí,Cheque electrónico,Sin internet,No,Sí,No,97.04,4570.83,1,0
